Status ID,Status Type,Status Link,Status Name,Status Created Time,Status Message,Status Shares Count,Status Likes Count,Status Comments Count,Comment ID,Comment Created Time,Comment Message,Comment From,Comment Likes Count,Reply ID,Reply Created Time,Reply Message,Reply From,Reply Likes Count
157864337622558_1149802038428778,status,<no link>,<no name>,2016-11-10 20:08:07,"Big congrats 17-yr old Lui Yuan Chow for a new Singapore record over 3000m: 8:35.92!

Breaks old record of 8:43.87 by 2003 SEA Games 1500m bronze medalist and national record holder, Chamkaur Singh (3:51.59). 

#RoadToKL #SEAGames2017",0,41,0
157864337622558_1149108988498083,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1149108988498083/?type=3,Timeline Photos,2016-11-09 23:17:59,"While 9-year old Atlas' dad was getting in a solid workout on the track, I was put on babysitting duty. Big thanks to my friends for helping to entertain Atlas! He ran 10 laps around the track in lane 5 then got to meet Singapore's top 1500m runner Raviin Kumar, 400m hurdle record holder Dipna Lim-Prasad, and 400m record holder Zubin Muncherji. #SingaporeAthletics",0,20,0
157864337622558_1148937738515208,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1148937738515208/?type=3,Timeline Photos,2016-11-09 20:44:16,"Where in Singapore can you get Singapore's #1 para-runner, 1500m runner, and marathoner cheering you on in a workout? Nowhere but the ASICS Running Club . Join us every Wednesday for a workout led by Andy Neo and some of the best runners in Singapore. Zac Leow, Raviin Kumar and I all had fun rooting for you at Kallang Practice Track tonight! 

#WantItMore #BetterYourBest #ASICSSG",0,34,0
157864337622558_1147630651979250,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1147630651979250/?type=3,Timeline Photos,2016-11-08 10:41:09,I was this thrilled at finally doing a long run again with my longtime buddy Dr Suriya Prakaash. One of my best friends both on and off the roads. #MyMan,0,48,0
157864337622558_1146873505388298,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1146873505388298/?type=3,Timeline Photos,2016-11-07 16:42:26,"When you hold track races at night, photos are more epic, weather is more conducive for good performances, and spectating crowds are bigger. 

If you're not hosting a meet that's spectator friendly, you don't know track. 
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120475534694762,2016-10-10 06:26:00,Wow blazing fast,John Rhy Diamante Vega (10205651563288901),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120507238024925,2016-10-10 07:15:03,Woo you did it. You did do it!,Kit Quack (1394946607189796),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120519521357030,2016-10-10 07:42:09,Gratz !! Well done !,'Xiao Bai Long (10154199696587983),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120523131356669,2016-10-10 07:48:06,Congrats Soh Rui Yong! Great job! A good time works best shutting down the haters.,Adrian Chng (10154255214604965),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120526184689697,2016-10-10 07:56:02,Congrats!,Tan Giin Bo (10209573753835736),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120536921355290,2016-10-10 08:21:37,Fantastic !,Arjun Soni (10154264364403167),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120542438021405,2016-10-10 08:30:59,Well done👍,Tp Dezilva (1717329615260629),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120589398016709,2016-10-10 10:20:17,,Nur Rz (10154893618224448),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120623534679962,2016-10-10 11:18:12,Power la bro Soh Rui Yong. U r the fastest man of SG currently. SEA games gold hopeful ya.💪💪👏👏,Michael Ng (1472401909439995),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1120630671345915,2016-10-10 11:32:06,You had some very difficult months of recovery pre&post  London Marathon. Your great determination of carry on. This is the sum of your sportsmanship.,Choong Ah Kin (10209714537531735),0
157864337622558_1120240778051571,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1120240778051571/?type=3,Timeline Photos,2016-10-09 23:39:39,"Well, this is what I can do off a 9 week buildup - 2:24:55, fastest ever time by a Singaporean on an AIMS - certified, record eligible course. Super windy out there but hung tough for a 1:13:09/1:11:46 negative split. Broke the SEA Games qualifying mark by more than 12 minutes, so see you in Kuala Lumpur next year. 

Lots of people I owe thanks to for your support. Special mention goes out to my parents who were in town to support me today, and these 4 guys for your guidance in training over the past 9 weeks:

My coach Ian Dobson of Team Run Eugene. 
Coach Andrew Kastor of Mammoth Track Club. 
Coach Ben Rosario of Northern Arizona Elite. 
Jay Bawcom

I have been pretty much writing my own workouts for this buildup, but having these guys to bounce ideas off of helped so much. 

Happy with a strong finish to the toughest year of running I've had so far! And I guess all those people bitching about the legitimacy of CIM can shut up now. :)

#SohRuiYongIsBackBaby #ChiMarathon",8,348,24,1120240778051571_1121046407971008,2016-10-11 00:26:48,WELL DONE! SO FAST & SO PROUD Of U!,Byron See Toh (1318576788176902),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119681138107535,2016-10-09 06:59:48,Go and give your  best!,Rick Saw (10154747051219329),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119709834771332,2016-10-09 08:07:31,Goodl luck!,Jessica Barone (1398170633556998),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119711911437791,2016-10-09 08:13:25,All the best!,Ta Ka (10154302809433411),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119799601429022,2016-10-09 10:50:56,Take It To The Limit 👍,Mikhael Hu An (10211072828444510),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119848071424175,2016-10-09 12:07:45,Good luck mate!!,James Brendan (1882478378652759),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1119848378090811,2016-10-09 12:08:26,"And most importantly, don't forget to redeem that free beer!",James Brendan (1882478378652759),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1120041501404832,2016-10-09 18:08:03,Give it all you got and you are already a winner,Andrew Cheong (10154293066294412),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1120106024731713,2016-10-09 20:12:36,It's your race bro,Eugene Tan (10157793658050565),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1120173001391682,2016-10-09 21:55:40,"Looking good at 20k, may you re-write the national record!",王望星 (10209818890282904),0,1119680481440934_1120198274722488,2016-10-09 22:32:55,35k in 2 hours! Don't stop now!,王望星 (10209818890282904),0
157864337622558_1119680481440934,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/1119680481440934/?type=3,Timeline Photos,2016-10-09 06:58:10,"For 6 months, I have been absent from competition due to injury. Not being to do what you love sucks but I spent every single day doing rehab, strengthening, rebuilding. In 14 hours, I return to the arena at long last. 

Win lose or draw, I'm happy to be enjoying the sport again and that's a big victory in itself. Let's dance! 

#ChiMarathon #WantItMore #RedeemForOneBeer",0,142,11,1119680481440934_1120214624720853,2016-10-09 22:57:18,2:24:55! Congratulations!,王望星 (10209818890282904),0
